Author Name|Coauthor Name|Year|Title|Type
Liang Zhou|Kai Lin|2012|Distributed media-aware flow scheduling in cloud computing environment.|article
Liang Zhou|Jaime Lloret|2012|Distributed media-aware flow scheduling in cloud computing environment.|article
Lucas D. P. Mendes|Joel J. P. C. Rodrigues|2012|Distributed media-aware flow scheduling in cloud computing environment.|article
Lucas D. P. Mendes|Liang Zhou|2012|Distributed media-aware flow scheduling in cloud computing environment.|article
Lucas D. P. Mendes|Kai Lin|2012|Distributed media-aware flow scheduling in cloud computing environment.|article
Lucas D. P. Mendes|Jaime Lloret|2012|Distributed media-aware flow scheduling in cloud computing environment.|article
Kai Lin|Joel J. P. C. Rodrigues|2012|Distributed media-aware flow scheduling in cloud computing environment.|article
Kai Lin|Liang Zhou|2012|Distributed media-aware flow scheduling in cloud computing environment.|article
Kai Lin|Lucas D. P. Mendes|2012|Distributed media-aware flow scheduling in cloud computing environment.|article
Kai Lin|Jaime Lloret|2012|Distributed media-aware flow scheduling in cloud computing environment.|article
Jaime Lloret|Joel J. P. C. Rodrigues|2012|Distributed media-aware flow scheduling in cloud computing environment.|article
Jaime Lloret|Liang Zhou|2012|Distributed media-aware flow scheduling in cloud computing environment.|article
Jaime Lloret|Lucas D. P. Mendes|2012|Distributed media-aware flow scheduling in cloud computing environment.|article
Jaime Lloret|Kai Lin|2012|Distributed media-aware flow scheduling in cloud computing environment.|article
Sung-Yen Chang|Chin-Feng Lai|2012|Dynamic adjustable multimedia streaming service architecture over cloud computing.|article
Sung-Yen Chang|Yueh-Min Huang|2012|Dynamic adjustable multimedia streaming service architecture over cloud computing.|article
Chin-Feng Lai|Sung-Yen Chang|2012|Dynamic adjustable multimedia streaming service architecture over cloud computing.|article
Chin-Feng Lai|Yueh-Min Huang|2012|Dynamic adjustable multimedia streaming service architecture over cloud computing.|article
Yueh-Min Huang|Sung-Yen Chang|2012|Dynamic adjustable multimedia streaming service architecture over cloud computing.|article
Yueh-Min Huang|Chin-Feng Lai|2012|Dynamic adjustable multimedia streaming service architecture over cloud computing.|article
Manel Bourguiba|Kamel Haddadou|2012|Packet aggregation based network I/O virtualization for cloud computing.|article
Manel Bourguiba|Guy Pujolle|2012|Packet aggregation based network I/O virtualization for cloud computing.|article
Kamel Haddadou|Manel Bourguiba|2012|Packet aggregation based network I/O virtualization for cloud computing.|article
Kamel Haddadou|Guy Pujolle|2012|Packet aggregation based network I/O virtualization for cloud computing.|article
Guy Pujolle|Manel Bourguiba|2012|Packet aggregation based network I/O virtualization for cloud computing.|article
Guy Pujolle|Kamel Haddadou|2012|Packet aggregation based network I/O virtualization for cloud computing.|article
Yi-Kuei Lin|Ping-Chen Chang|2011|Maintenance reliability estimation for a cloud computing network with nodes failure.|article
Ping-Chen Chang|Yi-Kuei Lin|2011|Maintenance reliability estimation for a cloud computing network with nodes failure.|article
Michael Oberg|Matthew Woitaszek|2011|A system architecture supporting high-performance and cloud computing in an academic consortium environment.|article
Michael Oberg|Theron Voran|2011|A system architecture supporting high-performance and cloud computing in an academic consortium environment.|article
Michael Oberg|Henry M. Tufo|2011|A system architecture supporting high-performance and cloud computing in an academic consortium environment.|article
Matthew Woitaszek|Michael Oberg|2011|A system architecture supporting high-performance and cloud computing in an academic consortium environment.|article
Matthew Woitaszek|Theron Voran|2011|A system architecture supporting high-performance and cloud computing in an academic consortium environment.|article
Matthew Woitaszek|Henry M. Tufo|2011|A system architecture supporting high-performance and cloud computing in an academic consortium environment.|article
Theron Voran|Michael Oberg|2011|A system architecture supporting high-performance and cloud computing in an academic consortium environment.|article
Theron Voran|Matthew Woitaszek|2011|A system architecture supporting high-performance and cloud computing in an academic consortium environment.|article
Theron Voran|Henry M. Tufo|2011|A system architecture supporting high-performance and cloud computing in an academic consortium environment.|article
Henry M. Tufo|Michael Oberg|2011|A system architecture supporting high-performance and cloud computing in an academic consortium environment.|article
Henry M. Tufo|Matthew Woitaszek|2011|A system architecture supporting high-performance and cloud computing in an academic consortium environment.|article
Henry M. Tufo|Theron Voran|2011|A system architecture supporting high-performance and cloud computing in an academic consortium environment.|article
Kevin Jorissen|Fernando D. Vila|2012|A high performance scientific cloud computing environment for materials simulations.|article
Kevin Jorissen|John J. Rehr|2012|A high performance scientific cloud computing environment for materials simulations.|article
Fernando D. Vila|Kevin Jorissen|2012|A high performance scientific cloud computing environment for materials simulations.|article
Fernando D. Vila|John J. Rehr|2012|A high performance scientific cloud computing environment for materials simulations.|article
John J. Rehr|Kevin Jorissen|2012|A high performance scientific cloud computing environment for materials simulations.|article
John J. Rehr|Fernando D. Vila|2012|A high performance scientific cloud computing environment for materials simulations.|article
Laurent Jourdren|Maria Bernard|2012|Eoulsan: a cloud computing-based framework facilitating high throughput sequencing analyses.|article
Laurent Jourdren|Marie-Agnès Dillies|2012|Eoulsan: a cloud computing-based framework facilitating high throughput sequencing analyses.|article
Laurent Jourdren|Stéphane Le Crom|2012|Eoulsan: a cloud computing-based framework facilitating high throughput sequencing analyses.|article
Maria Bernard|Laurent Jourdren|2012|Eoulsan: a cloud computing-based framework facilitating high throughput sequencing analyses.|article
Maria Bernard|Marie-Agnès Dillies|2012|Eoulsan: a cloud computing-based framework facilitating high throughput sequencing analyses.|article
Maria Bernard|Stéphane Le Crom|2012|Eoulsan: a cloud computing-based framework facilitating high throughput sequencing analyses.|article
Marie-Agnès Dillies|Laurent Jourdren|2012|Eoulsan: a cloud computing-based framework facilitating high throughput sequencing analyses.|article
Marie-Agnès Dillies|Maria Bernard|2012|Eoulsan: a cloud computing-based framework facilitating high throughput sequencing analyses.|article
Marie-Agnès Dillies|Stéphane Le Crom|2012|Eoulsan: a cloud computing-based framework facilitating high throughput sequencing analyses.|article
Stéphane Le Crom|Laurent Jourdren|2012|Eoulsan: a cloud computing-based framework facilitating high throughput sequencing analyses.|article
Stéphane Le Crom|Maria Bernard|2012|Eoulsan: a cloud computing-based framework facilitating high throughput sequencing analyses.|article
Stéphane Le Crom|Marie-Agnès Dillies|2012|Eoulsan: a cloud computing-based framework facilitating high throughput sequencing analyses.|article
Hamid Bolouri|Rajiv Dulepet|2011|Menu-driven cloud computing and resource sharing for R and Bioconductor.|article
Hamid Bolouri|Michael Angerman|2011|Menu-driven cloud computing and resource sharing for R and Bioconductor.|article
Rajiv Dulepet|Hamid Bolouri|2011|Menu-driven cloud computing and resource sharing for R and Bioconductor.|article
Rajiv Dulepet|Michael Angerman|2011|Menu-driven cloud computing and resource sharing for R and Bioconductor.|article
Michael Angerman|Hamid Bolouri|2011|Menu-driven cloud computing and resource sharing for R and Bioconductor.|article
Michael Angerman|Rajiv Dulepet|2011|Menu-driven cloud computing and resource sharing for R and Bioconductor.|article
Kawuu W. Lin|Der-Jiunn Deng|2010|A novel parallel algorithm for frequent pattern mining with privacy preserved in cloud computing environments.|article
Der-Jiunn Deng|Kawuu W. Lin|2010|A novel parallel algorithm for frequent pattern mining with privacy preserved in cloud computing environments.|article
Peishun Wang|Yi Mu|2012|Privacy preserving protocol for service aggregation in cloud computing.|article
Peishun Wang|Willy Susilo|2012|Privacy preserving protocol for service aggregation in cloud computing.|article
Peishun Wang|Jun Yan|2012|Privacy preserving protocol for service aggregation in cloud computing.|article
Yi Mu|Peishun Wang|2012|Privacy preserving protocol for service aggregation in cloud computing.|article
Yi Mu|Willy Susilo|2012|Privacy preserving protocol for service aggregation in cloud computing.|article
Yi Mu|Jun Yan|2012|Privacy preserving protocol for service aggregation in cloud computing.|article
Willy Susilo|Peishun Wang|2012|Privacy preserving protocol for service aggregation in cloud computing.|article
Willy Susilo|Yi Mu|2012|Privacy preserving protocol for service aggregation in cloud computing.|article
Willy Susilo|Jun Yan|2012|Privacy preserving protocol for service aggregation in cloud computing.|article
Jun Yan|Peishun Wang|2012|Privacy preserving protocol for service aggregation in cloud computing.|article
Jun Yan|Yi Mu|2012|Privacy preserving protocol for service aggregation in cloud computing.|article
Jun Yan|Willy Susilo|2012|Privacy preserving protocol for service aggregation in cloud computing.|article
Rodrigo N. Calheiros|Rajiv Ranjan|2011|CloudSim: a toolkit for modeling and simulation of cloud computing environments and evaluation of resource provisioning algorithms.|article
Rodrigo N. Calheiros|Anton Beloglazov|2011|CloudSim: a toolkit for modeling and simulation of cloud computing environments and evaluation of resource provisioning algorithms.|article
Rodrigo N. Calheiros|César A. F. De Rose|2011|CloudSim: a toolkit for modeling and simulation of cloud computing environments and evaluation of resource provisioning algorithms.|article
Rodrigo N. Calheiros|Rajkumar Buyya|2011|CloudSim: a toolkit for modeling and simulation of cloud computing environments and evaluation of resource provisioning algorithms.|article
Rajiv Ranjan|Rodrigo N. Calheiros|2011|CloudSim: a toolkit for modeling and simulation of cloud computing environments and evaluation of resource provisioning algorithms.|article
Rajiv Ranjan|Anton Beloglazov|2011|CloudSim: a toolkit for modeling and simulation of cloud computing environments and evaluation of resource provisioning algorithms.|article
Rajiv Ranjan|César A. F. De Rose|2011|CloudSim: a toolkit for modeling and simulation of cloud computing environments and evaluation of resource provisioning algorithms.|article
Rajiv Ranjan|Rajkumar Buyya|2011|CloudSim: a toolkit for modeling and simulation of cloud computing environments and evaluation of resource provisioning algorithms.|article
Anton Beloglazov|Rodrigo N. Calheiros|2011|CloudSim: a toolkit for modeling and simulation of cloud computing environments and evaluation of resource provisioning algorithms.|article
Anton Beloglazov|Rajiv Ranjan|2011|CloudSim: a toolkit for modeling and simulation of cloud computing environments and evaluation of resource provisioning algorithms.|article
Anton Beloglazov|César A. F. De Rose|2011|CloudSim: a toolkit for modeling and simulation of cloud computing environments and evaluation of resource provisioning algorithms.|article
Anton Beloglazov|Rajkumar Buyya|2011|CloudSim: a toolkit for modeling and simulation of cloud computing environments and evaluation of resource provisioning algorithms.|article
César A. F. De Rose|Rodrigo N. Calheiros|2011|CloudSim: a toolkit for modeling and simulation of cloud computing environments and evaluation of resource provisioning algorithms.|article
César A. F. De Rose|Rajiv Ranjan|2011|CloudSim: a toolkit for modeling and simulation of cloud computing environments and evaluation of resource provisioning algorithms.|article
César A. F. De Rose|Anton Beloglazov|2011|CloudSim: a toolkit for modeling and simulation of cloud computing environments and evaluation of resource provisioning algorithms.|article
César A. F. De Rose|Rajkumar Buyya|2011|CloudSim: a toolkit for modeling and simulation of cloud computing environments and evaluation of resource provisioning algorithms.|article
Rajkumar Buyya|Rodrigo N. Calheiros|2011|CloudSim: a toolkit for modeling and simulation of cloud computing environments and evaluation of resource provisioning algorithms.|article
Rajkumar Buyya|Rajiv Ranjan|2011|CloudSim: a toolkit for modeling and simulation of cloud computing environments and evaluation of resource provisioning algorithms.|article
Rajkumar Buyya|Anton Beloglazov|2011|CloudSim: a toolkit for modeling and simulation of cloud computing environments and evaluation of resource provisioning algorithms.|article
Rajkumar Buyya|César A. F. De Rose|2011|CloudSim: a toolkit for modeling and simulation of cloud computing environments and evaluation of resource provisioning algorithms.|article
Md. Tanzim Khorshed|A. B. M. Shawkat Ali|2012|A survey on gaps, threat remediation challenges and some thoughts for proactive attack detection in cloud computing.|article
Md. Tanzim Khorshed|Saleh A. Wasimi|2012|A survey on gaps, threat remediation challenges and some thoughts for proactive attack detection in cloud computing.|article
A. B. M. Shawkat Ali|Md. Tanzim Khorshed|2012|A survey on gaps, threat remediation challenges and some thoughts for proactive attack detection in cloud computing.|article
A. B. M. Shawkat Ali|Saleh A. Wasimi|2012|A survey on gaps, threat remediation challenges and some thoughts for proactive attack detection in cloud computing.|article
Saleh A. Wasimi|Md. Tanzim Khorshed|2012|A survey on gaps, threat remediation challenges and some thoughts for proactive attack detection in cloud computing.|article
Saleh A. Wasimi|A. B. M. Shawkat Ali|2012|A survey on gaps, threat remediation challenges and some thoughts for proactive attack detection in cloud computing.|article
Dimitrios Zissis|Dimitrios Lekkas|2012|Addressing cloud computing security issues.|article
Dimitrios Lekkas|Dimitrios Zissis|2012|Addressing cloud computing security issues.|article
Ivona Brandic|Rajkumar Buyya|2012|Special section: Recent advances in utility and cloud computing.|article
Rajkumar Buyya|Ivona Brandic|2012|Special section: Recent advances in utility and cloud computing.|article
Niroshinie Fernando|Seng Wai Loke|2013|Mobile cloud computing: A survey.|article
Niroshinie Fernando|Wenny Rahayu|2013|Mobile cloud computing: A survey.|article
Seng Wai Loke|Niroshinie Fernando|2013|Mobile cloud computing: A survey.|article
Seng Wai Loke|Wenny Rahayu|2013|Mobile cloud computing: A survey.|article
Wenny Rahayu|Niroshinie Fernando|2013|Mobile cloud computing: A survey.|article
Wenny Rahayu|Seng Wai Loke|2013|Mobile cloud computing: A survey.|article
Brian Dougherty|Jules White|2012|Model-driven auto-scaling of green cloud computing infrastructure.|article
Brian Dougherty|Douglas C. Schmidt|2012|Model-driven auto-scaling of green cloud computing infrastructure.|article
Jules White|Brian Dougherty|2012|Model-driven auto-scaling of green cloud computing infrastructure.|article
Jules White|Douglas C. Schmidt|2012|Model-driven auto-scaling of green cloud computing infrastructure.|article
Douglas C. Schmidt|Brian Dougherty|2012|Model-driven auto-scaling of green cloud computing infrastructure.|article
Douglas C. Schmidt|Jules White|2012|Model-driven auto-scaling of green cloud computing infrastructure.|article
Jianxin Li|Bo Li 0005|2012|CyberGuarder: A virtualization security assurance architecture for green cloud computing.|article
Jianxin Li|Tianyu Wo|2012|CyberGuarder: A virtualization security assurance architecture for green cloud computing.|article
Jianxin Li|Chunming Hu|2012|CyberGuarder: A virtualization security assurance architecture for green cloud computing.|article
Jianxin Li|Jinpeng Huai|2012|CyberGuarder: A virtualization security assurance architecture for green cloud computing.|article
Jianxin Li|Lu Liu|2012|CyberGuarder: A virtualization security assurance architecture for green cloud computing.|article
Jianxin Li|K. P. Lam|2012|CyberGuarder: A virtualization security assurance architecture for green cloud computing.|article
Bo Li 0005|Jianxin Li|2012|CyberGuarder: A virtualization security assurance architecture for green cloud computing.|article
Bo Li 0005|Tianyu Wo|2012|CyberGuarder: A virtualization security assurance architecture for green cloud computing.|article
Bo Li 0005|Chunming Hu|2012|CyberGuarder: A virtualization security assurance architecture for green cloud computing.|article
Bo Li 0005|Jinpeng Huai|2012|CyberGuarder: A virtualization security assurance architecture for green cloud computing.|article
Bo Li 0005|Lu Liu|2012|CyberGuarder: A virtualization security assurance architecture for green cloud computing.|article
Bo Li 0005|K. P. Lam|2012|CyberGuarder: A virtualization security assurance architecture for green cloud computing.|article
Tianyu Wo|Jianxin Li|2012|CyberGuarder: A virtualization security assurance architecture for green cloud computing.|article
Tianyu Wo|Bo Li 0005|2012|CyberGuarder: A virtualization security assurance architecture for green cloud computing.|article
Tianyu Wo|Chunming Hu|2012|CyberGuarder: A virtualization security assurance architecture for green cloud computing.|article
Tianyu Wo|Jinpeng Huai|2012|CyberGuarder: A virtualization security assurance architecture for green cloud computing.|article
Tianyu Wo|Lu Liu|2012|CyberGuarder: A virtualization security assurance architecture for green cloud computing.|article
Tianyu Wo|K. P. Lam|2012|CyberGuarder: A virtualization security assurance architecture for green cloud computing.|article
Chunming Hu|Jianxin Li|2012|CyberGuarder: A virtualization security assurance architecture for green cloud computing.|article
Chunming Hu|Bo Li 0005|2012|CyberGuarder: A virtualization security assurance architecture for green cloud computing.|article
Chunming Hu|Tianyu Wo|2012|CyberGuarder: A virtualization security assurance architecture for green cloud computing.|article
Chunming Hu|Jinpeng Huai|2012|CyberGuarder: A virtualization security assurance architecture for green cloud computing.|article
Chunming Hu|Lu Liu|2012|CyberGuarder: A virtualization security assurance architecture for green cloud computing.|article
Chunming Hu|K. P. Lam|2012|CyberGuarder: A virtualization security assurance architecture for green cloud computing.|article
Jinpeng Huai|Jianxin Li|2012|CyberGuarder: A virtualization security assurance architecture for green cloud computing.|article
Jinpeng Huai|Bo Li 0005|2012|CyberGuarder: A virtualization security assurance architecture for green cloud computing.|article
Jinpeng Huai|Tianyu Wo|2012|CyberGuarder: A virtualization security assurance architecture for green cloud computing.|article
Jinpeng Huai|Chunming Hu|2012|CyberGuarder: A virtualization security assurance architecture for green cloud computing.|article
Jinpeng Huai|Lu Liu|2012|CyberGuarder: A virtualization security assurance architecture for green cloud computing.|article
Jinpeng Huai|K. P. Lam|2012|CyberGuarder: A virtualization security assurance architecture for green cloud computing.|article
Lu Liu|Jianxin Li|2012|CyberGuarder: A virtualization security assurance architecture for green cloud computing.|article
Lu Liu|Bo Li 0005|2012|CyberGuarder: A virtualization security assurance architecture for green cloud computing.|article
Lu Liu|Tianyu Wo|2012|CyberGuarder: A virtualization security assurance architecture for green cloud computing.|article
Lu Liu|Chunming Hu|2012|CyberGuarder: A virtualization security assurance architecture for green cloud computing.|article
Lu Liu|Jinpeng Huai|2012|CyberGuarder: A virtualization security assurance architecture for green cloud computing.|article
Lu Liu|K. P. Lam|2012|CyberGuarder: A virtualization security assurance architecture for green cloud computing.|article
K. P. Lam|Jianxin Li|2012|CyberGuarder: A virtualization security assurance architecture for green cloud computing.|article
K. P. Lam|Bo Li 0005|2012|CyberGuarder: A virtualization security assurance architecture for green cloud computing.|article
K. P. Lam|Tianyu Wo|2012|CyberGuarder: A virtualization security assurance architecture for green cloud computing.|article
K. P. Lam|Chunming Hu|2012|CyberGuarder: A virtualization security assurance architecture for green cloud computing.|article
K. P. Lam|Jinpeng Huai|2012|CyberGuarder: A virtualization security assurance architecture for green cloud computing.|article
K. P. Lam|Lu Liu|2012|CyberGuarder: A virtualization security assurance architecture for green cloud computing.|article
Rajkumar Buyya|Rajiv Ranjan|2010|Special section: Federated resource management in grid and cloud computing systems.|article
Rajiv Ranjan|Rajkumar Buyya|2010|Special section: Federated resource management in grid and cloud computing systems.|article
Andrzej Goscinski|Michael Brock|2010|Toward dynamic and attribute based publication, discovery and selection for cloud computing.|article
Michael Brock|Andrzej Goscinski|2010|Toward dynamic and attribute based publication, discovery and selection for cloud computing.|article
Shun-Te Liu|Yi-Ming Chen|2011|Retrospective detection of malware attacks by cloud computing.|article
Yi-Ming Chen|Shun-Te Liu|2011|Retrospective detection of malware attacks by cloud computing.|article
Kan Yang|Xiaohua Jia|2012|Data storage auditing service in cloud computing: challenges, methods and opportunities.|article
Xiaohua Jia|Kan Yang|2012|Data storage auditing service in cloud computing: challenges, methods and opportunities.|article
Hong Linh Truong|Schahram Dustdar|2010|Composable cost estimation and monitoring for computational applications in cloud computing environments.|article
Schahram Dustdar|Hong Linh Truong|2010|Composable cost estimation and monitoring for computational applications in cloud computing environments.|article
Raúl Alonso-Calvo|José Crespo|2010|On distributing load in cloud computing: A real application for very-large image datasets.|article
Raúl Alonso-Calvo|Miguel García-Remesal|2010|On distributing load in cloud computing: A real application for very-large image datasets.|article
Raúl Alonso-Calvo|Alberto Anguita|2010|On distributing load in cloud computing: A real application for very-large image datasets.|article
Raúl Alonso-Calvo|Victor Maojo|2010|On distributing load in cloud computing: A real application for very-large image datasets.|article
José Crespo|Raúl Alonso-Calvo|2010|On distributing load in cloud computing: A real application for very-large image datasets.|article
José Crespo|Miguel García-Remesal|2010|On distributing load in cloud computing: A real application for very-large image datasets.|article
José Crespo|Alberto Anguita|2010|On distributing load in cloud computing: A real application for very-large image datasets.|article
José Crespo|Victor Maojo|2010|On distributing load in cloud computing: A real application for very-large image datasets.|article
Miguel García-Remesal|Raúl Alonso-Calvo|2010|On distributing load in cloud computing: A real application for very-large image datasets.|article
Miguel García-Remesal|José Crespo|2010|On distributing load in cloud computing: A real application for very-large image datasets.|article
Miguel García-Remesal|Alberto Anguita|2010|On distributing load in cloud computing: A real application for very-large image datasets.|article
Miguel García-Remesal|Victor Maojo|2010|On distributing load in cloud computing: A real application for very-large image datasets.|article
Alberto Anguita|Raúl Alonso-Calvo|2010|On distributing load in cloud computing: A real application for very-large image datasets.|article
Alberto Anguita|José Crespo|2010|On distributing load in cloud computing: A real application for very-large image datasets.|article
Alberto Anguita|Miguel García-Remesal|2010|On distributing load in cloud computing: A real application for very-large image datasets.|article
Alberto Anguita|Victor Maojo|2010|On distributing load in cloud computing: A real application for very-large image datasets.|article
Victor Maojo|Raúl Alonso-Calvo|2010|On distributing load in cloud computing: A real application for very-large image datasets.|article
Victor Maojo|José Crespo|2010|On distributing load in cloud computing: A real application for very-large image datasets.|article
Victor Maojo|Miguel García-Remesal|2010|On distributing load in cloud computing: A real application for very-large image datasets.|article
Victor Maojo|Alberto Anguita|2010|On distributing load in cloud computing: A real application for very-large image datasets.|article
Xiangtao Yan|Yifa Li|2012|A new remote data integrity checking scheme for cloud storage.|article
Yifa Li|Xiangtao Yan|2012|A new remote data integrity checking scheme for cloud storage.|article
Young Choon Lee|Albert Y. Zomaya|2012|Energy efficient utilization of resources in cloud computing systems.|article
Albert Y. Zomaya|Young Choon Lee|2012|Energy efficient utilization of resources in cloud computing systems.|article
Lien Deboosere|Bert Vankeirsbilck|2012|Efficient resource management for virtual desktop cloud computing.|article
Lien Deboosere|Pieter Simoens|2012|Efficient resource management for virtual desktop cloud computing.|article
Lien Deboosere|Filip De Turck|2012|Efficient resource management for virtual desktop cloud computing.|article
Lien Deboosere|Bart Dhoedt|2012|Efficient resource management for virtual desktop cloud computing.|article
Lien Deboosere|Piet Demeester|2012|Efficient resource management for virtual desktop cloud computing.|article
Bert Vankeirsbilck|Lien Deboosere|2012|Efficient resource management for virtual desktop cloud computing.|article
Bert Vankeirsbilck|Pieter Simoens|2012|Efficient resource management for virtual desktop cloud computing.|article
Bert Vankeirsbilck|Filip De Turck|2012|Efficient resource management for virtual desktop cloud computing.|article
Bert Vankeirsbilck|Bart Dhoedt|2012|Efficient resource management for virtual desktop cloud computing.|article
Bert Vankeirsbilck|Piet Demeester|2012|Efficient resource management for virtual desktop cloud computing.|article
Pieter Simoens|Lien Deboosere|2012|Efficient resource management for virtual desktop cloud computing.|article
Pieter Simoens|Bert Vankeirsbilck|2012|Efficient resource management for virtual desktop cloud computing.|article
Pieter Simoens|Filip De Turck|2012|Efficient resource management for virtual desktop cloud computing.|article
Pieter Simoens|Bart Dhoedt|2012|Efficient resource management for virtual desktop cloud computing.|article
Pieter Simoens|Piet Demeester|2012|Efficient resource management for virtual desktop cloud computing.|article
Filip De Turck|Lien Deboosere|2012|Efficient resource management for virtual desktop cloud computing.|article
Filip De Turck|Bert Vankeirsbilck|2012|Efficient resource management for virtual desktop cloud computing.|article
Filip De Turck|Pieter Simoens|2012|Efficient resource management for virtual desktop cloud computing.|article
Filip De Turck|Bart Dhoedt|2012|Efficient resource management for virtual desktop cloud computing.|article
Filip De Turck|Piet Demeester|2012|Efficient resource management for virtual desktop cloud computing.|article
Bart Dhoedt|Lien Deboosere|2012|Efficient resource management for virtual desktop cloud computing.|article
Bart Dhoedt|Bert Vankeirsbilck|2012|Efficient resource management for virtual desktop cloud computing.|article
Bart Dhoedt|Pieter Simoens|2012|Efficient resource management for virtual desktop cloud computing.|article
Bart Dhoedt|Filip De Turck|2012|Efficient resource management for virtual desktop cloud computing.|article
Bart Dhoedt|Piet Demeester|2012|Efficient resource management for virtual desktop cloud computing.|article
Piet Demeester|Lien Deboosere|2012|Efficient resource management for virtual desktop cloud computing.|article
Piet Demeester|Bert Vankeirsbilck|2012|Efficient resource management for virtual desktop cloud computing.|article
Piet Demeester|Pieter Simoens|2012|Efficient resource management for virtual desktop cloud computing.|article
Piet Demeester|Filip De Turck|2012|Efficient resource management for virtual desktop cloud computing.|article
Piet Demeester|Bart Dhoedt|2012|Efficient resource management for virtual desktop cloud computing.|article
Ioannis A. Moschakis|Helen D. Karatza|2012|Evaluation of gang scheduling performance and cost in a cloud computing system.|article
Helen D. Karatza|Ioannis A. Moschakis|2012|Evaluation of gang scheduling performance and cost in a cloud computing system.|article
Seonggeun Ryu|Kyunghye Lee|2012|Optimized fast handover scheme in Mobile IPv6 networks to support mobile users for cloud computing.|article
Seonggeun Ryu|Youngsong Mun|2012|Optimized fast handover scheme in Mobile IPv6 networks to support mobile users for cloud computing.|article
Kyunghye Lee|Seonggeun Ryu|2012|Optimized fast handover scheme in Mobile IPv6 networks to support mobile users for cloud computing.|article
Kyunghye Lee|Youngsong Mun|2012|Optimized fast handover scheme in Mobile IPv6 networks to support mobile users for cloud computing.|article
Youngsong Mun|Seonggeun Ryu|2012|Optimized fast handover scheme in Mobile IPv6 networks to support mobile users for cloud computing.|article
Youngsong Mun|Kyunghye Lee|2012|Optimized fast handover scheme in Mobile IPv6 networks to support mobile users for cloud computing.|article
Guiyi Wei|Athanasios V. Vasilakos|2010|A game-theoretic method of fair resource allocation for cloud computing services.|article
Guiyi Wei|Yao Zheng|2010|A game-theoretic method of fair resource allocation for cloud computing services.|article
Guiyi Wei|Naixue Xiong|2010|A game-theoretic method of fair resource allocation for cloud computing services.|article
Athanasios V. Vasilakos|Guiyi Wei|2010|A game-theoretic method of fair resource allocation for cloud computing services.|article
Athanasios V. Vasilakos|Yao Zheng|2010|A game-theoretic method of fair resource allocation for cloud computing services.|article
Athanasios V. Vasilakos|Naixue Xiong|2010|A game-theoretic method of fair resource allocation for cloud computing services.|article
Yao Zheng|Guiyi Wei|2010|A game-theoretic method of fair resource allocation for cloud computing services.|article
Yao Zheng|Athanasios V. Vasilakos|2010|A game-theoretic method of fair resource allocation for cloud computing services.|article
Yao Zheng|Naixue Xiong|2010|A game-theoretic method of fair resource allocation for cloud computing services.|article
Naixue Xiong|Guiyi Wei|2010|A game-theoretic method of fair resource allocation for cloud computing services.|article
Naixue Xiong|Athanasios V. Vasilakos|2010|A game-theoretic method of fair resource allocation for cloud computing services.|article
Naixue Xiong|Yao Zheng|2010|A game-theoretic method of fair resource allocation for cloud computing services.|article
Chunlin Li|Layuan Li|2012|Optimal resource provisioning for cloud computing environment.|article
Layuan Li|Chunlin Li|2012|Optimal resource provisioning for cloud computing environment.|article
Miranda Mowbray|Siani Pearson|2012|Enhancing privacy in cloud computing via policy-based obfuscation.|article
Miranda Mowbray|Yun Shen|2012|Enhancing privacy in cloud computing via policy-based obfuscation.|article
Siani Pearson|Miranda Mowbray|2012|Enhancing privacy in cloud computing via policy-based obfuscation.|article
Siani Pearson|Yun Shen|2012|Enhancing privacy in cloud computing via policy-based obfuscation.|article
Yun Shen|Miranda Mowbray|2012|Enhancing privacy in cloud computing via policy-based obfuscation.|article
Yun Shen|Siani Pearson|2012|Enhancing privacy in cloud computing via policy-based obfuscation.|article
Mohand-Said Mezmaz|Nouredine Melab|2011|A parallel bi-objective hybrid metaheuristic for energy-aware scheduling for cloud computing systems.|article
Mohand-Said Mezmaz|Yacine Kessaci|2011|A parallel bi-objective hybrid metaheuristic for energy-aware scheduling for cloud computing systems.|article
Mohand-Said Mezmaz|Young Choon Lee|2011|A parallel bi-objective hybrid metaheuristic for energy-aware scheduling for cloud computing systems.|article
Mohand-Said Mezmaz|El-Ghazali Talbi|2011|A parallel bi-objective hybrid metaheuristic for energy-aware scheduling for cloud computing systems.|article
Mohand-Said Mezmaz|Albert Y. Zomaya|2011|A parallel bi-objective hybrid metaheuristic for energy-aware scheduling for cloud computing systems.|article
Mohand-Said Mezmaz|Daniel Tuyttens|2011|A parallel bi-objective hybrid metaheuristic for energy-aware scheduling for cloud computing systems.|article
Nouredine Melab|Mohand-Said Mezmaz|2011|A parallel bi-objective hybrid metaheuristic for energy-aware scheduling for cloud computing systems.|article
Nouredine Melab|Yacine Kessaci|2011|A parallel bi-objective hybrid metaheuristic for energy-aware scheduling for cloud computing systems.|article
Nouredine Melab|Young Choon Lee|2011|A parallel bi-objective hybrid metaheuristic for energy-aware scheduling for cloud computing systems.|article
Nouredine Melab|El-Ghazali Talbi|2011|A parallel bi-objective hybrid metaheuristic for energy-aware scheduling for cloud computing systems.|article
Nouredine Melab|Albert Y. Zomaya|2011|A parallel bi-objective hybrid metaheuristic for energy-aware scheduling for cloud computing systems.|article
Nouredine Melab|Daniel Tuyttens|2011|A parallel bi-objective hybrid metaheuristic for energy-aware scheduling for cloud computing systems.|article
